nomeprocedimento,codigo
TRATAMENTO CIRÚRGICO PARA TRACIONAMENTO DENTAL                                                                                                        ,414020367
TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE)                                                                                                       ,414020375
TRATAMENTO DE ALVEOLITE                                                                                                                               ,414020383
ULOTOMIA/ULECTOMIA                                                                                                                                    ,414020405
TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS                                                                                     ,414020413
IMPLANTE DENTÁRIO OSTEOINTEGRADO                                                                                                                      ,414020421
TRATAMENTO C/ CIRURGIAS MULTIPLAS                                                                                                                     ,415010012
PROCEDIMENTOS SEQUENCIAIS DE CIRURGIA PLÁSTICA REPARADORA PÓS -CIRURGIA BARIATRICA                                                                    ,415020018
OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS                                                                                                        ,415020034
PROCEDIMENTOS SEQUENCIAIS EM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL                                                                                       ,415020042
PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA                                                                                                                ,415020050
PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA                                                                                                                ,415020069
PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA                                                                                                            ,415020077
TRATAMENTO CIRURGICO EM POLITRAUMATIZADO                                                                                                              ,415030013
DEBRIDAMENTO DE FASCEITE NECROTIZANTE                                                                                                                 ,415040027
DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS                                                                                                    ,415040035
DEBRIDAMENTO DE ULCERA / NECROSE                                                                                                                      ,415040043
DRENAGEM DE COLECOES VISCERAIS / CAVITARIAS POR CATETERISMO                                                                                           ,415040051
AMPUTACAO DE PENIS EM ONCOLOGIA                                                                                                                       ,416010016
CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO EM ONCOLOGIA                                                                                              ,416010024
CISTECTOMIA TOTAL COM DERIVAÇÃO SIMPLES EM ONCOLOGIA                                                                                                  ,416010032
CISTOENTEROPLASTIA EM ONCOLOGIA                                                                                                                       ,416010040
NEFRECTOMIA TOTAL EM ONCOLOGIA                                                                                                                        ,416010075
NEFROURETERECTOMIA TOTAL EM ONCOLOGIA                                                                                                                 ,416010091
ORQUIECTOMIA UNILATERAL EM ONCOLOGIA                                                                                                                  ,416010113
PROSTATECTOMIA EM ONCOLOGIA                                                                                                                           ,416010121
PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA                                                                                                           ,416010130
RESSECCAO DE TUMORES MULTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA                                                                           ,416010164
RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA                                                                                                   ,416010172
REIMPLANTE URETERAL EM ONCOLOGIA - URETEROCISTONEOSTOMIA                                                                                              ,416010180
REIMPLANTE URETERAL EM ONCOLOGIA - URETEROENTEROSTOMIA                                                                                                ,416010199
SUPRARRENALECTOMIA EM ONCOLOGIA                                                                                                                       ,416010202
NEFRECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                      ,416010210
AMPUTAÇÃO TOTAL AMPLIADA DE PENIS EM ONCOLOGIA                                                                                                        ,416010229
LINFADENECTOMIA PELVICA EM ONCOLOGIA                                                                                                                  ,416020020
LINFADENECTOMIA RADICAL CERVICAL UNILATERAL EM ONCOLOGIA                                                                                              ,416020151
LINFADENECTOMIA RADICAL MODIFICADA CERVICAL UNILATERAL EM ONCOLOGIA                                                                                   ,416020160
LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA                                                                                     ,416020178
LINFADENECTOMIA CERVICAL RECORRENCIAL UNILATERAL EM ONCOLOGIA                                                                                         ,416020186
LINFADENECTOMIA MEDIASTINAL EM ONCOLOGIA                                                                                                              ,416020194
LINFADENECTOMIA SUPRACLAVICULAR UNILATERAL EM ONCOLOGIA                                                                                               ,416020208
LINFADENECTOMIA AXILAR UNILATERAL EM ONCOLOGIA                                                                                                        ,416020216
LINFADENECTOMIA RETROPERITONIAL EM ONCOLOGIA                                                                                                          ,416020224
LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA                                                                                                      ,416020232
LINFADENECTOMIA SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA                                                                                    ,416020240
LINFADENECTOMIA INGUINO-ILIACA UNILATERAL EM ONCOLOGIA                                                                                                ,416020259
PAROTIDECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                   ,416030017
RESSECÇÃO DE GLANDULA SALIVAR MENOR EM ONCOLOGIA                                                                                                      ,416030025
RESSECÇÃO DE GLANDULA SUBLINGUAL EM ONCOLOGIA                                                                                                         ,416030033
RESSECÇÃO DE GLANDULA SUBMANDIBULAR EM ONCOLOGIA                                                                                                      ,416030041
GLOSSECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                     ,416030068
GLOSSECTOMIA TOTAL EM ONCOLOGIA                                                                                                                       ,416030076
PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA                                                                                                                 ,416030084
PAROTIDECTOMIA TOTAL EM ONCOLOGIA                                                                                                                     ,416030092
RESSECCAO EM CUNHA DE LABIO E SUTURA EM ONCOLOGIA                                                                                                     ,416030149
RESSECCAO PARCIAL DE LABIO COM ENXERTO OU RETALHO EM ONCOLOGIA                                                                                        ,416030157
RESSECCAO TOTAL DE LABIO E RECONSTRUCAO COM RETALHO MIOCUTANEO EM ONCOLOGIA                                                                           ,416030165
MAXILECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                     ,416030173
MAXILECTOMIA TOTAL EM ONCOLOGIA                                                                                                                       ,416030181
PELVIGLOSSOMANDIBULECTOMIA EM ONCOLOGIA                                                                                                               ,416030190
PAROTIDECTOMIA TOTAL AMPLIADA EM ONCOLOGIA                                                                                                            ,416030203
FARINGECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                    ,416030211
FARINGECTOMIA TOTAL EM ONCOLOGIA                                                                                                                      ,416030220
RESSECCAO DE TUMOR DE RINOFARINGE EM ONCOLOGIA                                                                                                        ,416030238
EXENTERAÇÃO DE ÓRBITA EM ONCOLOGIA                                                                                                                    ,416030246
LARINGECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                    ,416030254
LARINGECTOMIA TOTAL EM ONCOLOGIA                                                                                                                      ,416030262
TIREOIDECTOMIA TOTAL EM ONCOLOGIA                                                                                                                     ,416030270
RECONSTRUÇÃO PARA FONAÇÂO EM ONCOLOGIA                                                                                                                ,416030289
TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA                                                                                                               ,416030297
MANDIBULECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                  ,416030300
MANDIBULECTOMIA TOTAL EM ONCOLOGIA                                                                                                                    ,416030319
RESSECÇÃO DE PAVILHÃO AURICULAR EM ONCOLOGIA                                                                                                          ,416030327
LIGADURA DE CARÓTIDA EM ONCOLOGIA                                                                                                                     ,416030335
RESSECCAO DE TUMOR GLOMICO EM ONCOLOGIA                                                                                                               ,416030343
RESSECCAO DE LESAO MALIGNA DE MUCOSA BUCAL EM ONCOLOGIA                                                                                               ,416030351
RESSECCAO DE TUMOR TIREOIDIANO POR VIA TRANSESTERNAL EM ONCOLOGIA                                                                                     ,416030360
ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA                                                                                                               ,416040012
COLEDOCOSTOMIA C/ OU S/ COLECISTECTOMIA EM ONCOLOGIA                                                                                                  ,416040020
ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA                                                                                                      ,416040039
ESOFAGOCOLOPLASTIA OU ESOFAGOGASTROPLASTIA EM ONCOLOGIA                                                                                               ,416040047
ESOFAGOGASTRECTOMIA SEM TORACOTOMIA EM ONCOLOGIA                                                                                                      ,416040055
GASTRECTOMIA TOTAL EM ONCOLOGIA                                                                                                                       ,416040071
HEPATECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                     ,416040101
PANCREATECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                  ,416040110
DUODENOPANCREATECTOMIA EM ONCOLOGIA                                                                                                                   ,416040128
RESSECCAO DE TUMOR RETROPERITONIAL C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA                                                                      ,416040144
ALCOOLIZAÇÃO PERCUTÂNEA DE CARCINOMA HEPÁTICO                                                                                                         ,416040179
TRATAMENTO DE CARCINOMA HEPÁTICO POR RADIOFREQUÊNCIA                                                                                                  ,416040187
QUIMIOEMBOLIZAÇÃO DE CARCINOMA HEPÁTICO                                                                                                               ,416040195
BIOPSIAS MULTIPLAS INTRA-ABDOMINAIS EM ONCOLOGIA                                                                                                      ,416040209
GASTRECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                     ,416040217
METASTASECTOMIA HEPÁTICA EM ONCOLOGIA                                                                                                                 ,416040225
COLECISTECTOMIA EM ONCOLOGIA                                                                                                                          ,416040233
RESSECCAO AMPLIADA DE VIA BILIAR EXTRA-HEPATICA EM ONCOLOGIA                                                                                          ,416040241
RESSECCAO DE TUMOR RETROPERITONIAL EM ONCOLOGIA                                                                                                       ,416040250
RESSECCAO ALARGADA DE TUMOR DE PARTES MOLES DE PAREDE ABDOMINAL EM ONCOLOGIA                                                                          ,416040268
RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA                                                                                                 ,416040276
AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA                                                                                                      ,416050018
COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA                                                                                                      ,416050026
COLECTOMIA TOTAL EM ONCOLOGIA                                                                                                                         ,416050034
EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA                                                                                                           ,416050050
RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA                                                                                                            ,416050077
EXENTERACAO PELVICA POSTERIOR EM ONCOLOGIA                                                                                                            ,416050093
EXENTERACAO PELVICA TOTAL EM ONCOLOGIA                                                                                                                ,416050107
PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA                                                                                                                   ,416050115
AMPUTACAO CONICA DE COLO DE UTERO C/ COLPECTOMIA EM ONCOLOGIA                                                                                         ,416060013
ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA                                                                                                              ,416060021
COLPECTOMIA EM ONCOLOGIA                                                                                                                              ,416060030
HISTERECTOMIA C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA                                                                                           ,416060056
HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA                                                                                                             ,416060064
TRAQUELECTOMIA RADICAL EM ONCOLOGIA                                                                                                                   ,416060080
VULVECTOMIA TOTAL AMPLIADA C/ LINFADENECTOMIA EM ONCOLOGIA                                                                                            ,416060099
VULVECTOMIA PARCIAL EM ONCOLOGIA                                                                                                                      ,416060102
HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA                                                                                   ,416060110
LAPAROTOMIA PARA AVALIAÇÃO DE TUMOR DE OVARIO EM ONCOLOGIA                                                                                            ,416060129
EXCISAO E ENXERTO DE PELE EM ONCOLOGIA                                                                                                                ,416080014
EXCISAO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA                                                                                               ,416080030
RECONSTRUCAO C/ RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA                                                                                      ,416080081
RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA                                                                                          ,416080090
RECONSTRUCAO C/ RETALHO OSTEOMIOCUTANEO EM ONCOLOGIA                                                                                                  ,416080111
EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA                                                                        ,416080120
AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA                                                                                         ,416090010
AMPUTACAO / DESARTICULACAO DE MEMBROS SUPERIORES EM ONCOLOGIA                                                                                         ,416090028
HEMIPELVECTOMIA EM ONCOLOGIA                                                                                                                          ,416090036
SACRALECTOMIA (ENDOPELVECTOMIA) EM ONCOLOGIA                                                                                                          ,416090079
RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUÇÃO E FIXAÇÃO EM ONCOLOGIA                                                    ,416090109
DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA                                                                                                    ,416090117
DESARTICULACAO ESCAPULO-TORACICA INTERNA EM ONCOLOGIA                                                                                                 ,416090125
RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA                                                                                                       ,416090133
LOBECTOMIA PULMONAR EM ONCOLOGIA                                                                                                                      ,416110010
PNEUMOMECTOMIA RADICAL EM ONCOLOGIA                                                                                                                   ,416110029
TORACECTOMIA COMPLEXA EM ONCOLOGIA                                                                                                                    ,416110037
TORACECTOMIA SIMPLES EM ONCOLOGIA                                                                                                                     ,416110045
TORACOTOMIA EXPLORADORA EM ONCOLOGIA                                                                                                                  ,416110053
SEGMENTECTOMIA PULMONAR EM ONCOLOGIA                                                                                                                  ,416110061
RESSECÇAO PULMONAR EM CUNHA EM ONCOLOGIA                                                                                                              ,416110070
TIMECTOMIA EM ONCOLOGIA                                                                                                                               ,416110088
MASTECTOMIA RADICAL C/ LINFADENECTOMIA AXILAR EM ONCOLOGIA                                                                                            ,416120024
MASTECTOMIA SIMPLES EM ONCOLOGIA                                                                                                                      ,416120032
RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA (POR MAMA)                                                                          ,416120040
SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA                                                                                      ,416120059
ANESTESIA OBSTETRICA P/ CESARIANA                                                                                                                     ,417010010
ANALGESIA OBSTETRICA P/ PARTO NORMAL                                                                                                                  ,417010028
ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO                                                                                            ,417010036
ANESTESIA GERAL                                                                                                                                       ,417010044
ANESTESIA REGIONAL                                                                                                                                    ,417010052
SEDACAO                                                                                                                                               ,417010060
CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTIA DE POLITETRAFLUORETILENO (PTFE)                                                                       ,418010013
CONFECCAO DE FISTULA ARTERIO-VENOSA C/ ENXERTO AUTOLOGO                                                                                               ,418010021
CONFECCAO DE FISTULA ARTERIO-VENOSA P/ HEMODIALISE                                                                                                    ,418010030
IMPLANTE DE CATETER DE LONGA PERMANÊNCIA P/ HEMODIALISE                                                                                               ,418010048
IMPLANTE DE CATETER DUPLO LUMEN NA IRA (INCLUI CATETER)                                                                                               ,418010056
IMPLANTE DE CATETER DUPLO LUMEN P/HEMODIALISE                                                                                                         ,418010064
IMPLANTE DE CATETER TENCKHOFF OU SIMILAR DE LONGA PERMANÊNCIA NA IRA (INCLUI CATETER)                                                                 ,418010072
IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/ DPA/DPAC                                                                                             ,418010080
IMPLANTE DE CATETER TIPO TENCKOFF OU SIMILAR P/DPI                                                                                                    ,418010099
INTERVENCAO EM FISTULA ARTERIO-VENOSA                                                                                                                 ,418020019
LIGADURA DE FISTULA ARTERIO-VENOSA                                                                                                                    ,418020027
RETIRADA DE CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANÊNCIA                                                                                     ,418020035
COLETA DE SANGUE EM HEMOCENTRO P/ EXAMES DE HISTOCOMPATIBILIDADE (CADASTRO DE DOADOR NO REDOME)                                                       ,501010017
IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                                       ,501010025
IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                                       ,501010033
IDENTIFICACAO DE DOADOR APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 3A FASE (POR DOADOR TIPADO)                                                       ,501010041
IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                                   ,501010050
IDENTIFICACAO DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                                   ,501010068
IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULA TRONCOHEMATOPOETICA CADASTRADOS NO REDOME/INCA - COMPLEMENTACAO DA 1ª FASE                               ,501010076
IDENTIFICACAO DE DOADOR VOLUNTARIO DE CELULAS TRONCO HEMATOPOETICA DE DOADORES CADASTRADOS NO REDOME/INCA- COMPLEMENTACAO DA 2ª FASE                  ,501010084
CONFIRMACAO DE TIPIFICACAO DE DOADOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICO - 3ª FASE                                                 ,501010092
IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE                                                                                    ,501020012
IDENTIFICACAO DE RECEPTOR DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE                                                                                    ,501020020
CONFIRMAÇAO DE TIPIFICAÇÃO DE RECEPTOR DE MEDULA OSSEA OU DE OUTROS PRECURSORES HEMATOPOETICOS - 3ª FASE                                              ,501020039
"COLETA, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOIETICAS DE MEDULA OSSEA P/ TRANSPLANTE                                  ",501030018
"FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE CELULAS-TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL P/ TRANSPLANTE                         ",501030026
"FORNECIMENTO, ACONDICIONAMENTO E TRANSPORTE INTERNACIONAL DE LINFOCITOS DE DOADOR NAO APARENTADO P/ TRANSPLANTE                                       ",501030034
IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 1A FASE (POR DOADOR TIPADO)                                     ,501030042
IDENTIFICACAO INTERNACIONAL DE DOADOR NAO APARENTADO DE CELULAS-TRONCO HEMATOPOETICAS 2A FASE (POR DOADOR TIPADO)                                     ,501030050
COLETA E ACONDICIONAMENTO DE MEDULA OSSEA NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENTADO OU NAO APARENTADO                             ,501030069
"MOBILIZAÇÃO, COLETA E ACONDICIONAMENTO DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APAREN",501030077
TRANSPORTE DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL DE DOADOR NAO APARENTADO                                ,501030085
PROCESSAMENTO DE CRIOPRESEVAÇÃO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO NO BRASIL PARA TRANSPLANTE AUTOGENICO        ,501030093
FORNECIMENTO E ACONDICIONAMENTO E TRANSPORTE NO BRASIL DE LINFOCITOS DE DOADOR NAO APARENTADO                                                         ,501030107
"COLETA, IDENTIFICAÇÃO, TESTES DE SEGURANÇA, PROCESSAMENTO, ARMAZENAGEM E FORNECIMENTO DE CELULAS TRONCO HEMATOPOETICAS DE CORDAO UMBILICAL E PLACENTAR",501030115
TRANPORTE DE UNIDADE DE CELULAS TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL E PLACENTARIO NO BRASIL                                           ,501030123
AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH)                                                                                              ,501040013
IDENTIFICACAO DE DOADOR FALECIDO DE RIM / PANCREAS E RIM-PANCREAS                                                                                     ,501040021
IDENTIFICACAO DE DOADOR VIVO DE RIM 1A FASE (POR DOADOR TIPADO)                                                                                       ,501040030
IDENTIFICACAO DE DOADOR VIVO DE RIM 2A FASE (POR DOADOR TIPADO)                                                                                       ,501040048
PROVA CRUZADA EM DOADOR VIVO CONTRA LINFOCITOS T OU B C/ ABSORCAO DE PLAQUETAS (CROSS MATCH)                                                          ,501040056
PROVAS CRUZADAS EM DOADOR FALECIDO (CROSS MATCH)                                                                                                      ,501040064
PROVAS CRUZADAS EM DOADOR VIVO DE RIM (CROSS MATCH)                                                                                                   ,501040072
AVALIACAO DE REATIVIDADE DO RECEPTOR CONTRA PAINEL DE CLASSE I OU CLASSE II (MINIMO 30 INFÒCITOS)                                                     ,501050019
IDENTIFICACAO DE RECEPTOR DE RIM / PANCREAS E RIM-PANCREAS                                                                                            ,501050027
AVALIAÇÃO DE REATIVIDADE CONTRA PAINEL-CLASSE I ou CLASSE II (mínimo 30 linfócitos)                                                                   ,501050035
EXAMES DE PACIENTES EM LISTA DE ESPERA PARA TRANSPLANTES                                                                                              ,501050043
ANGIOGRAFIA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA (4 VASOS)                                                                                     ,501060014
CINTILOGRAFIA RADIOISOTOPICA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA                                                                              ,501060022
ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA                                                                                      ,501060030
ELETROENCEFALOGRAMA P/ DIAGNOSTICO DE MORTE ENCEFALICA                                                                                                ,501060049
EXAME COMPLEMENTAR PARA DIAGNÓSTICO DE MORTE ENCEFÁLICA                                                                                               ,501060057
SOROLOGIA DE POSSIVEL DOADOR DE CORNEA E ESCLERA                                                                                                      ,501070010
SOROLOGIA DE POSSIVEL DOADOR DE ORGAO OU TECIDO EXCETO CORNEA                                                                                         ,501070028
TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS                                                                      ,501070036
EXAMES PARA A INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE CORACAO                                                                                ,501070044
EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO                                                                                   ,501070052
"EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PÂNCREAS, PULMÃO OU RIM                                                                  ",501070060
EXAMES PARA INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE CONJUGADO DE PANCREAS E RIM                                                                 ,501070079
"EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM, FIGADO OU PULMÃO - 1ª Fase.                                                                   ",501070087
EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE FIGADO-COMPLEMENTAÇÃO DA 1ª Fase.                                                                  ,501070095
EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM- COMPLEMENTAÇÃO DA 1ª Fase.                                                                    ,501070109
EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE PULMÃO-COMPLEMENTAÇÃO DA 1ª Fase.                                                                  ,501070117
BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO                                                                                      ,501080015
CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO                                                                                                         ,501080023
DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)                                                                                                   ,501080031
DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)                                                                                                       ,501080040
DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)                                                                                                      ,501080058
EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO                                                                                                        ,501080066
EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO                                                                                                      ,501080074
SOROLOGIA EM PACIENTE TRANSPLANTADO                                                                                                                   ,501080082
ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO                                                                                                               ,501080090
DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO)                                                                                                      ,501080104
AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS                                                                                              ,502010010
AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS                                                                                              ,502010029
AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE                                                                                      ,503010014
AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE                                               ,503010022
HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO)                                                                                                     ,503020010
NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE                                                                                                          ,503020028
MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS                                                                       ,503030015
RETIRADA DE CORAÇÃO (PARA TRANSPLANTE)                                                                                                                ,503030023
RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE                                                                         ,503030031
RETIRADA DE FÍGADO (PARA TRANSPLANTE)                                                                                                                 ,503030040
RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)                                                                                             ,503030058
RETIRADA DE PÂNCREAS (PARA TRANSPLANTE)                                                                                                               ,503030066
RETIRADA DE PULMÕES (PARA TRANSPLANTE)                                                                                                                ,503030074
RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO                                                                                  ,503030082
RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO                                                                                                  ,503030090
RETIRADA DE PELE PARA TRANSPLANTE                                                                                                                     ,503030104
COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE                                                                          ,503040010
DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS                                                                               ,503040029
DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL                                                                            ,503040037
DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS                                                                                   ,503040045
ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA                                                                               ,503040053
ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO                                                                             ,503040061
CAPTAÇÃO DE ÓRGÃO EFETIVAMENTE TRANSPLANTADO                                                                                                          ,503040088
CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA                                                                                                             ,504010018
PROCESSAMENTO DE CORNEA / ESCLERA                                                                                                                     ,504010026
SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA                                                                                                       ,504010034
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR)                                                                                                 ,504020013
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR)                                                                                               ,504020021
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR)                                                                                               ,504020030
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR)                                                                                                 ,504020048
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR)                                                                                                ,504020056
PROCESSAMENTO DE VALVULA CARDIACA HUMANA                                                                                                              ,504030027
PROCESSAMENTO DE PELE EM GLICEROL (ATÉ 1000 CM²) PARA ADULTO                                                                                          ,504040014
PROCESSAMENTO DE PELE EM GLICEROL ( ATÉ 500 CM²) INFANTIL                                                                                             ,504040022
