nome,codigo
Infertilidade feminina de outra origem                                                              ,N978
Infertilidade feminina não especificada                                                             ,N979
Infecção associada à inseminação artificial                                                         ,N980
Hiperestimulação dos ovários                                                                        ,N981
Complicações relacionadas com a tentativa de introdução do óvulo fecundado artificialmente(in vitro),N982
Complicações relacionadas com a tentativa de transferência do embrião                               ,N983
Outras complicações associadas à fecundação artificial                                              ,N988
Complicações não especificadas associadas à fecundação artificial                                   ,N989
Insuficiência renal pós-procedimentos                                                               ,N990
Estreitamento de uretra pós-procedimentos                                                           ,N991
Aderências pós-operatórias da vagina                                                                ,N992
Prolapso de cúpula de vagina pós-histerectomia                                                      ,N993
Aderências do peritônio pélvico pós-procedimentos                                                   ,N994
Mau funcionamento de abertura externa (estoma) do trato urinário                                    ,N995
Outros transtornos pós-procedimentos do aparelho geniturinário                                      ,N998
Transtorno pós-procedimento não especificado do aparelho geniturinário                              ,N999
Gravidez abdominal                                                                                  ,O000
Gravidez tubária                                                                                    ,O001
Gravidez ovariana                                                                                   ,O002
Outras formas de gravidez ectópica                                                                  ,O008
"Gravidez ectópica, não especificada                                                                 ",O009
Mola hidatiforme clássica                                                                           ,O010
Mola hidatiforme incompleta ou parcial                                                              ,O011
Mola hidatiforme não especificada                                                                   ,O019
Ovo claro e mola não-hidatiforme                                                                    ,O020
Aborto retido                                                                                       ,O021
Outros produtos anormais da concepção especificados                                                 ,O028
"Produto anormal da concepção, não especificado                                                      ",O029
"Aborto espontâneo - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos     ",O030
"Aborto espontâneo - incompleto, complicado por hemorragia excessiva ou tardia                       ",O031
"Aborto espontâneo - incompleto, complicado por embolia                                              ",O032
"Aborto espontâneo - incompleto, com outras complicações ou com complicações não especificadas       ",O033
"Aborto espontâneo - incompleto, sem complicações                                                    ",O034
"Aborto espontâneo - completo ou não espec., complicado p/ infec. do trato genital ou órg. pélvicos  ",O035
"Aborto espontâneo - completo ou não espec., complicado p/ hemor. excessiva ou tardia                ",O036
"Aborto espontâneo - completo ou não espec., complicado p/ embolia                                   ",O037
"Aborto espontâneo - completo ou não espec., com outras complicações ou com complicações não especif.",O038
"Aborto espontâneo - completo ou não espec., sem complicações                                        ",O039
"Aborto por razões médicas/legais - incompl., complicado p/ infec. do trato genital ou órg. pélvicos ",O040
"Aborto por razões médicas/legais - incompl., complicado por hemorragia excessiva ou tardia          ",O041
"Aborto por razões médicas/legais - incompl., complicado por embolia                                 ",O042
"Aborto por razões médicas/legais - incompl., com outras complic. ou com complic. não especificadas  ",O043
"Aborto por razões médicas/legais - incompl., sem complicações                                       ",O044
"Aborto por razões médicas/legais - compl. ou ñ espec., complic. p/infec. do trato genit./órg. pélv. ",O045
"Aborto por razões médicas/legais - compl. ou não espec., complic. p/hemorragia excessiva ou tardia  ",O046
"Aborto por razões médicas/legais - compl. ou não espec., complic. p/embolia                         ",O047
"Aborto por razões médicas/legais - compl. ou não espec., com out. complic./complic. ñ especificadas ",O048
"Aborto por razões médicas/legais - compl. ou não espec., sem complicações                           ",O049
"Outros tipos de aborto - incompleto, complicado por infecção do trato genital ou dos órgãos pélvicos",O050
"Outros tipos de aborto - incompleto, complicado por hemorragia excessiva ou tardia                  ",O051
"Outros tipos de aborto - incompleto, complicado por embolia                                         ",O052
"Outros tipos de aborto - incompleto, com outras complicações ou com complicações não especificadas  ",O053
"Outros tipos de aborto - incompleto, sem complicações                                               ",O054
"Outros tipos de aborto - completo ou não especificado, complic. p/infec. do trato genit./órg. pélv. ",O055
"Outros tipos de aborto - completo ou não especificado, complicado por hemorragia excessiva ou tardia",O056
"Outros tipos de aborto - completo ou não especificado, complicado por embolia                       ",O057
"Outros tipos de aborto - completo ou não especificado, com out. complic./complic. não especificadas ",O058
"Outros tipos de aborto - completo ou não especificado, sem complicações                             ",O059
"Aborto não especificado - incompleto, complicado por infec. do trato genital ou dos órgãos pélvicos ",O060
"Aborto não especificado - incompleto, complicado por hemorragia excessiva ou tardia                 ",O061
"Aborto não especificado - incompleto, complicado por embolia                                        ",O062
"Aborto não especificado - incompleto, com outras complicações ou com complicações não especificadas ",O063
"Aborto não especificado - incompleto, sem complicações                                              ",O064
"Aborto não especificado - completo ou não especificado, complic. p/infec. do trato genit./órg. pélv ",O065
"Aborto não especificado - completo ou não especificado, complic. por hemorragia excessiva ou tardia ",O066
"Aborto não especificado - completo ou não especificado, complicado por embolia                      ",O067
"Aborto não especificado - completo ou não especificado, com out. complic./complic. ñ especificadas  ",O068
"Aborto não especificado - completo ou não especificado, sem complicações                            ",O069
"Falha de aborto provocado por razões médicas, complic. p/infec. do trato genit./órg. pélv           ",O070
"Falha de aborto provocado por razões médicas, complicado por hemorragia tardia ou excessiva         ",O071
"Falha de aborto provocado por razões médicas, complicado por embolia                                ",O072
"Falha de aborto provocado por razões médicas, com out. complic./complic. ñ especificadas            ",O073
"Falha de aborto provocado por razões médicas, sem complicações                                      ",O074
"Outras formas, e as ñ espec., de falha na prov. aborto, complic. p/infec. do trato genit./órg. pélv ",O075
"Outras formas, e as ñ espec., de falha na prov. aborto, complic. por hemorragia tardia ou excessiva ",O076
"Outras formas, e as ñ espec., de falha na prov. aborto, complicadas por embolia                     ",O077
"Outras formas, e as ñ espec., de falha na prov. aborto, com out. complic./complic. ñ especificadas  ",O078
"Outras formas, e as ñ espec., de falha na prov. aborto, sem complicação                             ",O079
Infecção do trato genital e dos órgãos pélvicos conseqüente a aborto e gravidez ectópica e molar    ,O080
Hemorragia tardia ou excessiva conseqüente a aborto e a gravidez ectópica e molar                   ,O081
Embolia conseqüente a aborto e a gravidez ectópica e molar                                          ,O082
Choque conseqüente a aborto e a gravidez ectópica e molar                                           ,O083
Insuficiência renal conseqüente a aborto e a gravidez ectópica e molar                              ,O084
Distúrbios metabólicos conseqüentes a aborto e a gravidez ectópica e molar                          ,O085
Lesão a órgãos e a tecidos pélvicos conseqüentes a aborto e a gravidez ectópica e molar             ,O086
Outras complicações venosas conseqüentes a aborto e a gravidez ectópica e molar                     ,O087
Outras complicações conseqüentes a aborto e a gravidez ectópica e molar                             ,O088
"Complicações conseqüentes a aborto e gravidez ectópica e molar, não especificadas                   ",O089
"Hipertensão essencial pré-existente complicando a gravidez, o parto e o puerpério                   ",O100
"Doença cardíaca hipertensiva pré-existente complicando a gravidez, o parto e o puerpério            ",O101
"Doença renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério               ",O102
"Doença cardíaca e renal hipertensiva pré-existente complicando a gravidez, o parto e o puerpério    ",O103
"Hipertensão secundária pré-existente complicando a gravidez, o parto e o puerpério                  ",O104
"Hipertensão pré-existente não especificada, complicando a gravidez, o parto e o puerpério           ",O109
DISTURBIO HIPERTENSIVO PRE-EXISTENTE COM PROTEINURIA SUPERPOSTA                                     ,O11 
Edema gestacional                                                                                   ,O120
Proteinúria gestacional                                                                             ,O121
Edema gestacional com proteinúria                                                                   ,O122
HIPERTENSAO GESTACIONAL (INDUZIDA PELA GRAVIDEZ) SEM PROTEINURIA SIGNIFICATIVA                      ,O13 
Pré-eclâmpsia moderada                                                                              ,O140
Pré-eclâmpsia grave                                                                                 ,O141
Pré-eclâmpsia não especificada                                                                      ,O149
Eclâmpsia na gravidez                                                                               ,O150
Eclâmpsia no trabalho de parto                                                                      ,O151
Eclâmpsia no puerpério                                                                              ,O152
Eclâmpsia não especificada quanto ao período                                                        ,O159
HIPERTENSAO MATERNA NAO ESPECIFICADA                                                                ,O16 
Ameaça de aborto                                                                                    ,O200
Outras hemorragias do início da gravidez                                                            ,O208
"Hemorragia do início da gravidez, não especificada                                                  ",O209
Hiperêmese gravídica leve                                                                           ,O210
Hiperêmese gravídica com distúrbio metabólico                                                       ,O211
Vômitos tardios da gravidez                                                                         ,O212
Outras formas de vômitos complicando a gravidez                                                     ,O218
"Vômitos da gravidez, não especificados                                                              ",O219
Varizes dos membros inferiores na gravidez                                                          ,O220
Varizes genitais na gravidez                                                                        ,O221
Tromboflebite superficial na gravidez                                                               ,O222
Flebotrombose profunda na gravidez                                                                  ,O223
Hemorróidas na gravidez                                                                             ,O224
Trombose venosa cerebral na gravidez                                                                ,O225
Outras complicações venosas na gravidez                                                             ,O228
"Complicações venosas na gravidez, não especificadas                                                 ",O229
Infecções do rim na gravidez                                                                        ,O230
Infecções da bexiga na gravidez                                                                     ,O231
Infecções da uretra na gravidez                                                                     ,O232
Infecções de outras partes do trato urinário na gravidez                                            ,O233
Infecção não especificada do trato urinário na gravidez                                             ,O234
Infecções do trato genital na gravidez                                                              ,O235
Outras infecções e as não especificadas do trato urinário na gravidez                               ,O239
"Diabetes Mellitus pré-existente, insulino-dependente                                                ",O240
"Diabetes Mellitus pré-existente, não-insulino-dependente                                            ",O241
"Diabetes Mellitus pré-existente, relacionado com a desnutrição                                      ",O242
"Diabetes Mellitus pré-existente, não especificado                                                   ",O243
Diabetes Mellitus que surge durante a gravidez                                                      ,O244
"Diabetes Mellitus na gravidez, não especificado                                                     ",O249
DESNUTRICAO NA GRAVIDEZ                                                                             ,O25 
Ganho excessivo de peso na gravidez                                                                 ,O260
Ganho de peso insuficiente na gravidez                                                              ,O261
Assistência à gravidez por motivo de abortamento habitual                                           ,O262
Retenção de dispositivo intra-uterino contraceptivo (diu) na gravidez                               ,O263
Herpes gestacional                                                                                  ,O264
Síndrome da hipotensão materna                                                                      ,O265
"Transtornos do fígado na gravidez, no parto e no puerpério                                          ",O266
"Subluxação da sínfise (púbica) na gravidez, parto e puerpério                                       ",O267
"Outras afecções especificadas, ligadas a gravidez                                                   ",O268
"Afecções ligadas a gravidez, não especificadas                                                      ",O269
Achados hematológicos anormais do rastreamento [screening] antenatal da mãe                         ,O280
Achados bioquímicos anormais do rastreamento [screening] antenatal da mãe                           ,O281
Achados citológicos anormais do rastreamento [screening] antenatal da mãe                           ,O282
Achados ultrassonográficos anormais do rastreamento [screening] antenatal da mãe                    ,O283
Achados radiológicos anormais do rastreamento [screening] antenatal da mãe                          ,O284
Achados cromossômicos e genéticos anormais do rastreamento [screening] antenatal da mãe             ,O285
Outros achados anormais do rastreamento [screening] antenatal da mãe                                ,O288
"Achados anormais do rastreamento [screening] antenatal da mãe, não especificados                    ",O289
Complicações pulmonares de anestesia administrada durante a gravidez                                ,O290
Complicações cardíacas de anestesia administrada durante a gravidez                                 ,O291
Complicações relativas ao sistema nervoso central devida a anestesia administrada durante a gravidez,O292
Reação tóxica causada por anestesia local administrada durante a gravidez                           ,O293
Cefaléia causada por anestesia raquidiana ou peridural administradas durante a gravidez             ,O294
Outras complicações de anestesia raquidiana ou peridural administradas durante a gravidez           ,O295
Falha ou dificuldade na entubação durante a gravidez                                                ,O296
Outras complicações de anestesia durante a gravidez                                                 ,O298
"Complicações de anestesia durante a gravidez, não especificadas                                     ",O299
Gravidez dupla                                                                                      ,O300
Gravidez trigemelar                                                                                 ,O301
Gravidez quadrigemelar                                                                              ,O302
Outras gestações múltiplas                                                                          ,O308
"Gestação múltipla, não especificada                                                                 ",O309
Feto papiráceo                                                                                      ,O310
Continuação da gravidez após aborto de um ou mais fetos                                             ,O311
Continuação da gravidez após a morte intra-uterina de um ou mais fetos                              ,O312
Outras complicações específicas de gestação múltipla                                                ,O318
Assistência prestada à mãe por posição fetal instável                                               ,O320
Assistência prestada à mãe por apresentação pélvica                                                 ,O321
Assistência prestada à mãe por posição fetal transversa e oblíqua                                   ,O322
"Assistência prestada à mãe por apresentação de face, mento e fronte                                 ",O323
Assistência prestada à mãe por polo cefálico alto em gestação a termo                               ,O324
Assistência prestada à mãe por gestação múltipla com apresentação anormal de um ou mais fetos       ,O325
Assistência prestada à mãe por apresentação composta                                                ,O326
Assistência prestada à mãe por outras formas de apresentação anormal do feto                        ,O328
"Assistência prestada à mãe por apresentação anormal do feto, não especificada                       ",O329
Assistência prestada à mãe por uma desproporção devida à deformidade da pelve óssea materna         ,O330
Assistência prestada à mãe por uma desproporção devida à contração geral da pelve                   ,O331
Assistência prestada à mãe por uma desproporção devida à contração do estreito superior da pelve    ,O332
Assistência prestada à mãe por uma desproporção devida à contração do estreito inferior da pelve    ,O333
"Assistência prestada à mãe por uma desproporção de origem mista, materna e fetal                    ",O334
Assistência prestada à mãe por uma desproporção devida a feto excepcionalmente grande               ,O335
Assistência prestada à mãe por uma desproporção devida a feto hidrocefálico                         ,O336
Assistência prestada à mãe por uma desproporção devida a outras deformidades fetais                 ,O337
Assistência prestada à mãe por uma desproporção de outra origem                                     ,O338
"Assistência prestada à mãe por uma desproporção, não especificada                                   ",O339
Assistência à mãe por malformação congênita do útero                                                ,O340
Assistência prestada à mãe por tumor do corpo do útero                                              ,O341
Assistência prestada à mãe por cicatriz uterina devida a uma cirurgia anterior                      ,O342
Assistência prestada à mãe por incompetência cervical                                               ,O343
Assistência prestada à mãe por outras anormalidades do colo do útero                                ,O344
Assistência prestada à mãe por outras anormalidades do útero gravídico                              ,O345
Assistência prestada à mãe por anormalidade da vagina                                               ,O346
Assistência prestada à mãe por anormalidade da vulva e do períneo                                   ,O347
Assistência prestada à mãe por outras anormalidades dos órgãos pélvicos                             ,O348
"Assistência prestada à mãe por anormalidade de órgãos pélvicos, não especificada                    ",O349
Assistência prestada à mãe por malformação do sistema nervoso central do feto (suspeitada)          ,O350
Assistência prestada à mãe por anormalidade cromossômica (suspeitada) do feto                       ,O351
Assistência prestada à mãe por doença hereditária (suspeitada) do feto                              ,O352
Assistência prestada à mãe por lesão fetal (suspeitada) causada por doença viral materna            ,O353
Assistência prestada à mãe por lesão (suspeitada) causada ao feto por alcoolismo materno            ,O354
Assistência prestada à mãe por lesão fetal (suspeitada) causada por drogas                          ,O355
Assistência prestada à mãe por lesão fetal (suspeitada) causada por radiação                        ,O356
Assistência prestada à mãe por lesão fetal (suspeitada) causada por outros procedimentos médicos    ,O357
Assistência prestada à mãe por outras anormalidades ou lesões fetais (suspeitadas)                  ,O358
"Assistência prestada à mãe por lesão ou anormalidade fetais (suspeitadas), não especificadas        ",O359
Assistência prestada à mãe por isoimunização rh                                                     ,O360
Assistência prestada à mãe por outros tipos de isoimunização                                        ,O361
Assistência prestada à mãe por hidropsia fetal                                                      ,O362
Assistência prestada à mãe por sinais de hipóxia fetal                                              ,O363
Assistência prestada à mãe por morte intra-uterina                                                  ,O364
Assistência prestada à mãe por insuficiência de crescimento fetal                                   ,O365
Assistência prestada à mãe por crescimento fetal excessivo                                          ,O366
Assistência prestada à mãe por feto viável em gravidez abdominal                                    ,O367
Assistência prestada à mãe por outros problemas fetais especificados                                ,O368
Assistência prestada à mãe por problema fetal não especificado                                      ,O369
POLI-HIDRAMNIO                                                                                      ,O40 
Oligohidrâmnio                                                                                      ,O410
Infecção do saco amniótico e das membranas                                                          ,O411
Outros transtornos especificados do líquido amniótico e das membranas                               ,O418
Transtornos do líquido amniótico e das membranas não especificados                                  ,O419
"Ruptura prematura de membranas, com início do trabalho de parto dentro de 24 horas                  ",O420
"Ruptura prematura de membranas, com início do trabalho de parto depois das primeiras 24 horas       ",O421
"Ruptura prematura de membranas, com trabalho de parto retardado por terapêutica                     ",O422
"Ruptura prematura de membranas, não especificada                                                    ",O429
Síndromes de transfusão placentária                                                                 ,O430
Malformação da placenta                                                                             ,O431
Outros transtornos da placenta                                                                      ,O438
"Transtorno da placenta, não especificado                                                            ",O439
Placenta prévia especificada como sem hemorragia                                                    ,O440
Placenta prévia com hemorragia                                                                      ,O441
Descolamento prematuro da placenta com deficiência de coagulação                                    ,O450
Outro descolamento prematuro da placenta                                                            ,O458
"Descolamento prematuro da placenta, não especificado                                                ",O459
Hemorragia anteparto com deficiência de coagulação                                                  ,O460
Outra forma de hemorragia anteparto                                                                 ,O468
"Hemorragia anteparto, não especificada                                                              ",O469
Falso trabalho de parto antes de se completarem 37 semanas de gestação                              ,O470
Falso trabalho de parto na 37ª semana completa ou depois dela                                       ,O471
"Falso trabalho de parto, não especificado                                                           ",O479
GRAVIDEZ PROLONGADA                                                                                 ,O48 
Trabalho de parto pré-termo sem parto                                                               ,O600
Trabalho de parto pré-termo com parto pré-termo                                                     ,O601
Trabalho de parto pré-termo com parto a termo                                                       ,O602
Falha na indução médica do trabalho de parto                                                        ,O610
Falha na indução instrumental do trabalho de parto                                                  ,O611
Outras formas de falha na indução do trabalho de parto                                              ,O618
"Falha na indução do trabalho de parto, não especificada                                             ",O619
Contrações iniciais inadequadas                                                                     ,O620
Inércia uterina secundária                                                                          ,O621
Outras formas de inércia uterina                                                                    ,O622
Trabalho de parto precipitado                                                                       ,O623
"Contrações uterinas hipertônicas, incoordenadas ou prolongadas                                      ",O624
Outras anormalidades da contração uterina                                                           ,O628
"Anormalidades da contração uterina, não especificadas                                               ",O629
Prolongamento do primeiro período (dilatação)                                                       ,O630
Prolongamento do segundo período (expulsão)                                                         ,O631
"Parto retardado do segundo gêmeo, do terceiro gêmeo etc                                             ",O632
"Trabalho de parto prolongado, não especificado                                                      ",O639
Obstrução do trabalho de parto devida à rotação incompleta do polo cefálico fetal                   ,O640
Obstrução do trabalho de parto devida à apresentação pélvica                                        ,O641
Obstrução do trabalho de parto devida à apresentação de face                                        ,O642
Obstrução do trabalho de parto devida à apresentação de fronte                                      ,O643
Obstrução do trabalho de parto devida à apresentação de ombro                                       ,O644
Obstrução do trabalho de parto devida à apresentação complexa                                       ,O645
Obstrução do trabalho de parto devida a outras formas de má-apresentação e má-posição               ,O648
"Obstrução do trabalho de parto devida a má-posição ou má-apresentação, não especificadas            ",O649
Obstrução do trabalho de parto devida a deformidade pélvica                                         ,O650
Obstrução do trabalho de parto devida à contração geral da pelve                                    ,O651
Obstrução do trabalho de parto devida à contração do estreito superior                              ,O652
Obstrução do trabalho de parto devida à contração do estreito inferior ou da cavidade mediana       ,O653
"Obstrução do trabalho de parto devida a desproporção feto-pélvica, não especificada                 ",O654
Obstrução do trabalho de parto devida a anormalidade dos órgãos pélvicos maternos                   ,O655
Obstrução do trabalho de parto devida a outras anormalidades pélvicas maternas                      ,O658
Obstrução do trabalho de parto devida a anormalidades pélvicas maternas não especificadas           ,O659
Obstrução do trabalho de parto devido a distócia de ombro                                           ,O660
Obstrução do trabalho de parto por colisão de gêmeos                                                ,O661
Obstrução do trabalho de parto por feto excepcionalmente grande                                     ,O662
Obstrução do trabalho de parto devido a outras anormalidades do feto                                ,O663
"Falha de tentativa de trabalho de parto, não especificada                                           ",O664
"Falha de aplicação de fórceps e vácuo-extrator, não especificada                                    ",O665
"Outras formas de obstrução do trabalho de parto, especificadas                                      ",O668
"Obstrução do trabalho de parto, não especificado                                                    ",O669
Hemorragia intraparto com deficiência de coagulação                                                 ,O670
Outras hemorragias intraparto                                                                       ,O678
Hemorragia intraparto não especificada                                                              ,O679
Trabalho de parto e parto complicados por anormalidade da freqüência cardíaca fetal                 ,O680
Trabalho de parto e parto complicados por mecônio no líquido amniótico                              ,O681
Trabalho de parto e parto complicados por anorm. na freq. cardíaca fetal c/mecônio no líq. amniótico,O682
Trabalho de parto e parto complicados por evidências bioquímicas de sofrimento fetal                ,O683
Trabalho de parto e parto complicados por outras evidências de sofrimento fetal                     ,O688
"Trabalho de parto e parto complicados por sofrimento fetal, não especificado                        ",O689
Trabalho de parto e parto complicados por prolapso do cordão                                        ,O690
"Trabalho de parto e parto complicados por circular de cordão, com compressão                        ",O691
Trabalho de parto e parto complicados por outros enovelamentos do cordão                            ,O692
Trabalho de parto e parto complicados por cordão curto                                              ,O693
Trabalho de parto e parto complicados por vasa praevia                                              ,O694
Trabalho de parto e parto complicados por lesão vascular do cordão                                  ,O695
Trabalho de parto e parto complicados por outras complicações do cordão                             ,O698
"Trabalho de parto e parto complicados por complicações do cordão, não especificadas                 ",O699
Laceração de períneo de primeiro grau durante o parto                                               ,O700
Laceração de períneo de segundo grau durante o parto                                                ,O701
Laceração de períneo de terceiro grau durante o parto                                               ,O702
Laceração de períneo de quarto grau durante o parto                                                 ,O703
"Laceração de períneo durante o parto, não especificada                                              ",O709
Ruptura do útero antes do início do trabalho de parto                                               ,O710
Ruptura do útero durante o trabalho de parto                                                        ,O711
Inversão do útero pós-parto                                                                         ,O712
Laceração obstétrica do colo do útero                                                               ,O713
"Laceração vaginal alta isolada, de origem obstétrica                                                ",O714
Outras lesões obstétricas aos órgãos pélvicos                                                       ,O715
Lesão obstétrica das articulações e dos ligamentos pélvicos                                         ,O716
Hematoma obstétrico da pelve                                                                        ,O717
Outros traumatismos obstétricos especificados                                                       ,O718
"Traumatismo obstétrico, não especificado                                                            ",O719
Hemorragia do terceiro estágio                                                                      ,O720
Outras hemorragias do pós-parto imediato                                                            ,O721
"Hemorragias pós-parto, tardias e secundárias                                                        ",O722
Deficiências de coagulação pós-parto                                                                ,O723
Retenção da placenta sem hemorragia                                                                 ,O730
"Retenção de partes da placenta ou das membranas, sem hemorragia                                     ",O731
Pneumonite aspirativa devida a anestesia durante o trabalho de parto e o parto                      ,O740
Outras complicações pulmonares devidas a anestesia durante o trabalho de parto e no parto           ,O741
Complicações cardíacas devidas a anestesia durante o trabalho de parto e no parto                   ,O742
Complicações do sistema nervoso central devidas a anestesia durante o trabalho de parto e no parto  ,O743
Reação tóxica a anestesia local durante trabalho de parto e o parto                                 ,O744
"Cefaléia pós-anestesia raquidiana e peridural, durante o trabalho de parto e parto                  ",O745
"Outras complicações de anestesia raquidiana ou peridural, durante o trabalho de parto e parto       ",O746
Falha ou dificuldade de entubação durante o trabalho de parto e parto                               ,O747
Outras complicações de anestesia durante o trabalho de parto e parto                                ,O748
"Complicações de anestesia durante o trabalho de parto e parto, não especificadas                    ",O749
Sofrimento materno durante o trabalho de parto e o parto                                            ,O750
Choque durante ou subseqüente ao trabalho de parto e o parto                                        ,O751
Febre durante o trabalho de parto não classificada em outra parte                                   ,O752
Outras infecções durante o trabalho de parto                                                        ,O753
Outras complicações de procedimentos ou de cirurgia obstétrica                                      ,O754
Demora do parto após ruptura artificial das membranas                                               ,O755
Demora do parto após ruptura espontânea ou não especificada das membranas                           ,O756
Parto vaginal subseqüente a cesariana anterior                                                      ,O757
Outras complicações especificadas do trabalho de parto e do parto                                   ,O758
"Complicações do trabalho de parto e do parto, não especificadas                                     ",O759
Parto espontâneo cefálico                                                                           ,O800
Parto espontâneo pélvico                                                                            ,O801
Outros tipos de parto único espontâneo                                                              ,O808
"Parto único espontâneo, não especificado                                                            ",O809
Parto por fórceps baixo                                                                             ,O810
Parto por fórceps da cavidade mediana                                                               ,O811
Fórceps da cavidade mediana com rotação                                                             ,O812
Outros tipos de parto por fórceps e os não especificados                                            ,O813
Parto por vácuo-extrator                                                                            ,O814
Parto por combinação de fórceps e vácuo-extrator                                                    ,O815
Parto por cesariana eletiva                                                                         ,O820
Parto por cesariana de emergência                                                                   ,O821
Parto por cesariana para histerectomia                                                              ,O822
Outros tipos de parto único por cesariana                                                           ,O828
"Parto por cesariana, não especificada                                                               ",O829
Extração pélvica                                                                                    ,O830
Outros tipos de parto pélvico assistido                                                             ,O831
Outras formas de parto com o auxílio de manipulação                                                 ,O832
Parto de gravidez intra-abdominal com feto viável                                                   ,O833
Cirurgia destrutiva para facilitar o parto                                                          ,O834
Outros tipos especificados de parto único assistido                                                 ,O838
"Parto único assistido, não especificado                                                             ",O839
"Parto múltiplo, todos espontâneos                                                                   ",O840
"Parto múltiplo, todos por fórceps ou vácuo-extrator                                                 ",O841
"Parto múltiplo, todos por cesariana                                                                 ",O842
Outro tipo de parto múltiplo                                                                        ,O848
"Parto múltiplo, não especificado                                                                    ",O849
INFECCAO PUERPERAL                                                                                  ,O85 
Infecção da incisão cirúrgica de origem obstétrica                                                  ,O860
Outras infecções dos órgãos genitais subseqüentes ao parto                                          ,O861
Infecção das vias urinárias subseqüentes ao parto                                                   ,O862
Outras infecções das vias genitourinárias subseqüentes ao parto                                     ,O863
Febre de origem desconhecida subseqüente ao parto                                                   ,O864
Outras infecções puerperais especificadas                                                           ,O868
Tromboflebite superficial no puerpério                                                              ,O870
Tromboflebite profunda no puerpério                                                                 ,O871
Hemorróidas no puerpério                                                                            ,O872
Trombose venosa cerebral no puerpério                                                               ,O873
Outras complicações venosas no puerpério                                                            ,O878
"Complicações venosas no puerpério, não especificadas                                                ",O879
Embolia gasosa de origem obstétrica                                                                 ,O880
Embolia amniótica                                                                                   ,O881
Embolia obstétrica por coágulo de sangue                                                            ,O882
Embolia séptica ou piêmica de origem obstétrica                                                     ,O883
Outras embolias de origem obstétrica                                                                ,O888
Complicações pulmonares da anestesia durante o puerpério                                            ,O890
Complicações cardíacas devidas a anestesia durante o puerpério                                      ,O891
Complicações relativas ao sistema nervoso central devidas a anestesia durante o puerpério           ,O892
Reação tóxica a uma anestesia local durante o puerpério                                             ,O893
"Cefaléia provocada por uma anestesia raquidiana ou peridural, durante o puerpério                   ",O894
"Outras complicações de anestesia raquidiana ou peridural, durante o puerpério                       ",O895
"Falha na ou dificuldade de entubação, durante o puerpério                                           ",O896
Outras complicações da anestesia durante o puerpério                                                ,O898
"Complicação devida a anestesia, durante o puerpério, não especificada                               ",O899
Ruptura da incisão de cesariana                                                                     ,O900
"Ruptura da incisão obstétrica, no períneo                                                           ",O901
Hematoma da incisão obstétrica                                                                      ,O902
Cardiomiopatia no puerpério                                                                         ,O903
Insuficiência renal aguda do pós-parto                                                              ,O904
Tireoidite do pós-parto                                                                             ,O905
"Outras complicações do puerpério, não classificadas em outra parte                                  ",O908
Complicação do puerpério não especificada                                                           ,O909
Infecção do mamilo associada ao parto                                                               ,O910
Abscesso da mama associada ao parto                                                                 ,O911
Mastite não purulenta associada ao parto                                                            ,O912
